,01,02,03,10,12,13,20,21,23,30,31,32
0102,0.083491,0.110057,0.426945,0.026565,,0.02277,0.030361,0.001898,0.053131,0.028463,0.083491,0.132827
0101,0.446721,0.213115,,0.053279,0.061475,,0.032787,0.192623,,,,
0121,0.141176,,0.086275,0.086275,0.043137,0.031373,,0.098039,0.231373,0.066667,0.133333,0.082353
0120,0.051948,0.058442,0.058442,0.136364,,0.032468,0.162338,,0.272727,0.116883,0.032468,0.077922
0110,0.411765,0.045752,,0.111111,0.078431,,0.189542,0.163399,,,,
0112,0.153846,,0.051282,0.102564,0.076923,0.153846,,0.089744,0.038462,0.038462,0.141026,0.153846
