,01,02,03,10,12,13,20,21,23,30,31,32
0102,0.072614,0.109959,0.406639,0.024896,,0.020747,0.029046,0.002075,0.022822,0.041494,0.089212,0.180498
0121,0.094595,,0.097973,0.064189,0.054054,0.043919,,0.114865,0.287162,0.033784,0.131757,0.077703
0101,0.389423,0.245192,,0.052885,0.052885,,0.048077,0.211538,,,,
0120,0.032609,0.076087,0.048913,0.125,,0.005435,0.125,,0.315217,0.13587,0.038043,0.097826
0110,0.366906,0.05036,,0.05036,0.071942,,0.208633,0.251799,,,,
0112,0.134615,,0.067308,0.125,0.076923,0.115385,,0.125,0.038462,0.019231,0.173077,0.125
